t,o,judge
2017-11-01T15:30:00Z,41.8,0
2017-11-01T16:00:00Z,41.5625,0
2017-11-01T16:30:00Z,41.722975,0
2017-11-01T17:00:00Z,41.64,0
2017-11-01T17:30:00Z,41.555,0
2017-11-01T18:00:00Z,41.5525,0
2017-11-01T18:30:00Z,41.60125,0
2017-11-01T19:00:00Z,41.668325,0
2017-11-01T19:30:00Z,41.66,0
2017-11-01T20:00:00Z,41.7225,0
2017-11-01T20:30:00Z,41.7325,0
2017-11-01T21:00:00Z,41.825,0
2017-11-01T21:30:00Z,41.7375,0
2017-11-01T22:00:00Z,41.7825,0
2017-11-01T22:30:00Z,41.7525,0
2017-11-01T23:00:00Z,41.735,0
2017-11-01T23:30:00Z,41.7,0
2017-11-02T08:00:00Z,41.7,0
2017-11-02T08:30:00Z,41.7375,0
2017-11-02T09:30:00Z,41.7275,0
2017-11-02T10:00:00Z,41.7275,0
2017-11-02T10:30:00Z,41.745,0
2017-11-02T11:00:00Z,41.7625,0
2017-11-02T11:30:00Z,41.825,0
2017-11-02T12:00:00Z,41.775,0
2017-11-02T12:30:00Z,41.975,0
2017-11-02T13:00:00Z,41.9,0
2017-11-02T13:30:00Z,41.895,0
2017-11-02T14:00:00Z,41.6825,0
2017-11-02T14:30:00Z,41.5975,0
2017-11-02T15:00:00Z,41.6225,0
2017-11-02T15:30:00Z,41.5125,0
2017-11-02T16:00:00Z,41.56,0
2017-11-02T16:30:00Z,41.771775,0
2017-11-02T17:00:00Z,41.9275,0
2017-11-02T17:30:00Z,41.825,0
2017-11-02T18:00:00Z,41.915,0
2017-11-02T18:30:00Z,42.06,0
2017-11-02T19:00:00Z,42.012475,0
2017-11-02T19:30:00Z,41.9825,0
2017-11-02T20:00:00Z,42.0275,0
2017-11-02T20:30:00Z,42.1875,0
2017-11-02T21:00:00Z,43.425,0
2017-11-02T21:30:00Z,43.0975,0
2017-11-02T22:00:00Z,42.815,0
2017-11-02T22:30:00Z,43.14,0
2017-11-02T23:00:00Z,43.14,0
2017-11-02T23:30:00Z,43.2675,0
2017-11-03T08:00:00Z,43.3875,0
2017-11-03T08:30:00Z,43.4125,0
2017-11-03T09:00:00Z,43.4375,0
2017-11-03T09:30:00Z,43.3975,0
2017-11-03T10:00:00Z,43.255,0
2017-11-03T10:30:00Z,43.2975,0
2017-11-03T11:00:00Z,43.5125,0
2017-11-03T11:30:00Z,43.65,0
2017-11-03T12:00:00Z,43.65,0
2017-11-03T12:30:00Z,43.855,0
2017-11-03T13:00:00Z,43.7,0
2017-11-03T13:30:00Z,43.5,0
2017-11-03T14:00:00Z,42.94,0
2017-11-03T14:30:00Z,42.8325,0
2017-11-03T15:00:00Z,43.0075,0
2017-11-03T15:30:00Z,43.0625,0
2017-11-03T16:00:00Z,43.235,0
2017-11-03T16:30:00Z,43.282475,0
2017-11-03T17:00:00Z,43.270025,0
2017-11-03T17:30:00Z,43.349125,0
2017-11-03T18:00:00Z,43.37,0
2017-11-03T18:30:00Z,43.2752,0
2017-11-03T19:00:00Z,43.205,0
2017-11-03T19:30:00Z,43.1025,0
2017-11-03T20:00:00Z,43.125,0
2017-11-03T20:30:00Z,43.1,0
2017-11-03T21:00:00Z,43.105,0
2017-11-03T21:30:00Z,43.11,0
2017-11-06T09:00:00Z,43.25,0
2017-11-06T09:30:00Z,43.245,0
2017-11-06T10:00:00Z,43.2325,0
2017-11-06T10:30:00Z,43.2,0
2017-11-06T11:00:00Z,43.175,0
2017-11-06T11:30:00Z,43.225,0
2017-11-06T12:00:00Z,43.1975,0
2017-11-06T12:30:00Z,43.2125,0
2017-11-06T13:00:00Z,43.2,0
2017-11-06T13:30:00Z,43.17,0
2017-11-06T14:00:00Z,43.225,0
2017-11-06T14:30:00Z,43.0875,0
2017-11-06T15:00:00Z,43.075,0
2017-11-06T15:30:00Z,43.4125,0
2017-11-06T16:00:00Z,43.67625,0
2017-11-06T16:30:00Z,43.59,0
2017-11-06T17:00:00Z,43.6425,0
2017-11-06T17:30:00Z,43.6775,0
2017-11-06T18:00:00Z,43.643775,0
2017-11-06T18:30:00Z,43.670125,0
2017-11-06T19:00:00Z,43.7175,0
2017-11-06T19:30:00Z,43.6675,0
2017-11-06T20:00:00Z,43.705,0
2017-11-06T20:30:00Z,43.632525,0
2017-11-06T21:00:00Z,43.5625,0
2017-11-06T21:30:00Z,43.535,0
2017-11-06T22:00:00Z,43.5325,0
2017-11-06T22:30:00Z,43.525,0
2017-11-06T23:00:00Z,43.55,0
2017-11-06T23:30:00Z,43.545,0
2017-11-07T00:00:00Z,43.5375,0
2017-11-07T00:30:00Z,43.55,0
2017-11-07T09:00:00Z,43.55,0
2017-11-07T09:30:00Z,43.6,0
2017-11-07T10:00:00Z,43.595,0
2017-11-07T10:30:00Z,43.4675,0
2017-11-07T11:00:00Z,43.5,0
2017-11-07T11:30:00Z,43.525,0
2017-11-07T12:00:00Z,43.5125,0
2017-11-07T12:30:00Z,43.55,0
2017-11-07T13:00:00Z,43.485,0
2017-11-07T13:30:00Z,43.55,0
2017-11-07T14:00:00Z,43.515,0
2017-11-07T14:30:00Z,43.4775,0
2017-11-07T15:00:00Z,43.725,0
2017-11-07T15:30:00Z,43.675,0
2017-11-07T16:00:00Z,43.65,0
2017-11-07T16:30:00Z,43.6449,0
2017-11-07T17:00:00Z,43.62475,0
2017-11-07T17:30:00Z,43.6,0
2017-11-07T18:00:00Z,43.6775,0
2017-11-07T18:30:00Z,43.675,0
2017-11-07T19:00:00Z,43.635025,0
2017-11-07T19:30:00Z,43.620925,0
2017-11-07T20:00:00Z,43.64625,0
2017-11-07T20:30:00Z,43.63,0
2017-11-07T21:00:00Z,43.7025,0
2017-11-07T21:30:00Z,43.6975,0
2017-11-07T22:00:00Z,43.6875,0
2017-11-07T22:30:00Z,43.6825,0
2017-11-07T23:00:00Z,43.6525,0
2017-11-07T23:30:00Z,43.6375,0
2017-11-08T00:00:00Z,43.59,0
2017-11-08T00:30:00Z,43.62,0
2017-11-08T09:00:00Z,43.6,0
2017-11-08T09:30:00Z,43.675,0
2017-11-08T10:00:00Z,43.5925,0
2017-11-08T10:30:00Z,43.55,0
2017-11-08T11:00:00Z,43.5875,0
2017-11-08T12:00:00Z,43.6125,0
2017-11-08T12:30:00Z,43.59,0
2017-11-08T13:00:00Z,43.6125,0
2017-11-08T13:30:00Z,43.6125,0
2017-11-08T14:00:00Z,43.605,0
2017-11-08T14:30:00Z,43.67,0
2017-11-08T15:00:00Z,43.6525,0
2017-11-08T15:30:00Z,43.78125,0
2017-11-08T16:00:00Z,43.8125,0
2017-11-08T16:30:00Z,43.8125,0
2017-11-08T17:00:00Z,43.85795,0
2017-11-08T17:30:00Z,43.9,0
2017-11-08T18:00:00Z,43.8925,0
2017-11-08T18:30:00Z,43.932775,0
2017-11-08T19:00:00Z,43.93375,0
2017-11-08T19:30:00Z,43.995,0
2017-11-08T20:00:00Z,43.99,0
2017-11-08T20:30:00Z,43.99665,0
2017-11-08T21:00:00Z,44.06,0
2017-11-08T21:30:00Z,44.0375,0
2017-11-08T22:00:00Z,44.195,0
2017-11-08T22:30:00Z,44.185,0
2017-11-08T23:00:00Z,44.145,0
2017-11-08T23:30:00Z,44.16,0
2017-11-09T00:00:00Z,44.1575,0
2017-11-09T00:30:00Z,44.1575,0
2017-11-09T09:00:00Z,44.075,0
2017-11-09T10:00:00Z,44.1125,0
2017-11-09T10:30:00Z,44.1425,0
2017-11-09T11:00:00Z,44.08,0
2017-11-09T11:30:00Z,44.025,0
2017-11-09T12:00:00Z,44.0125,0
2017-11-09T12:30:00Z,43.995,0
2017-11-09T13:00:00Z,43.8925,0
2017-11-09T13:30:00Z,43.75,0
2017-11-09T14:00:00Z,43.8,0
2017-11-09T14:30:00Z,43.82,0
2017-11-09T15:00:00Z,43.845,0
2017-11-09T15:30:00Z,43.984975,0
2017-11-09T16:00:00Z,43.9301,0
2017-11-09T16:30:00Z,43.825,0
2017-11-09T17:00:00Z,43.71,0
2017-11-09T17:30:00Z,43.525,0
2017-11-09T18:00:00Z,43.4625,0
2017-11-09T18:30:00Z,43.5963,0
2017-11-09T19:00:00Z,43.705,0
2017-11-09T19:30:00Z,43.692575,0
2017-11-09T20:00:00Z,43.825,0
2017-11-09T20:30:00Z,43.8625,0
2017-11-09T21:00:00Z,43.975,0
2017-11-09T21:30:00Z,44.0025,0
2017-11-09T22:00:00Z,43.995,0
2017-11-09T22:30:00Z,43.9925,0
2017-11-09T23:00:00Z,43.9875,0
2017-11-09T23:30:00Z,43.995,0
2017-11-10T00:00:00Z,43.995,0
2017-11-10T00:30:00Z,43.9825,0
2017-11-10T09:00:00Z,43.855,0
2017-11-10T09:30:00Z,43.68,0
2017-11-10T10:00:00Z,43.625,0
2017-11-10T10:30:00Z,43.6075,0
2017-11-10T11:00:00Z,43.6625,0
2017-11-10T11:30:00Z,43.6975,0
2017-11-10T12:00:00Z,43.71,0
2017-11-10T12:30:00Z,43.73,0
2017-11-10T13:00:00Z,43.8125,0
2017-11-10T13:30:00Z,43.8375,0
2017-11-10T14:00:00Z,43.815,0
2017-11-10T14:30:00Z,43.7775,0
2017-11-10T15:00:00Z,43.715,0
2017-11-10T15:30:00Z,43.7075,0
2017-11-10T16:00:00Z,43.8125,0
2017-11-10T16:30:00Z,43.7,0
2017-11-10T17:00:00Z,43.7525,0
2017-11-10T17:30:00Z,43.712475,0
2017-11-10T18:00:00Z,43.7037,0
2017-11-10T18:30:00Z,43.75625,0
2017-11-10T19:00:00Z,43.705,0
2017-11-10T19:30:00Z,43.735,0
2017-11-10T20:00:00Z,43.73875,0
2017-11-10T20:30:00Z,43.7175,0
2017-11-10T21:00:00Z,43.665,0
2017-11-10T21:30:00Z,43.65,0
2017-11-10T22:00:00Z,43.6275,0
2017-11-10T22:30:00Z,43.62,0
2017-11-13T09:00:00Z,43.675,0
2017-11-13T09:30:00Z,43.675,0
2017-11-13T11:00:00Z,43.625,0
2017-11-13T12:00:00Z,43.5625,0
2017-11-13T12:30:00Z,43.4825,0
2017-11-13T13:00:00Z,43.595,0
2017-11-13T13:30:00Z,43.475,0
2017-11-13T14:00:00Z,43.43,0
2017-11-13T14:30:00Z,43.375,0
2017-11-13T15:00:00Z,43.4675,0
2017-11-13T15:30:00Z,43.569875,0
2017-11-13T16:00:00Z,43.54875,0
2017-11-13T16:30:00Z,43.5725,0
2017-11-13T17:00:00Z,43.5613,0
2017-11-13T17:30:00Z,43.58375,0
2017-11-13T18:00:00Z,43.5825,0
2017-11-13T18:30:00Z,43.5602,0
2017-11-13T19:00:00Z,43.59475,0
2017-11-13T19:30:00Z,43.5763,0
2017-11-13T20:00:00Z,43.5275,0
2017-11-13T20:30:00Z,43.49875,0
2017-11-13T21:00:00Z,43.4925,0
2017-11-13T21:30:00Z,43.6675,0
2017-11-13T22:00:00Z,43.4725,0
2017-11-13T22:30:00Z,43.475,0
2017-11-13T23:00:00Z,43.47,0
2017-11-13T23:30:00Z,43.4525,0
2017-11-14T00:00:00Z,43.47,0
2017-11-14T00:30:00Z,43.45,0
2017-11-14T09:00:00Z,43.545,0
2017-11-14T10:00:00Z,43.45,0
2017-11-14T10:30:00Z,43.45,0
2017-11-14T11:00:00Z,43.4725,0
2017-11-14T11:30:00Z,43.45,0
2017-11-14T12:00:00Z,43.47,0
2017-11-14T12:30:00Z,43.4375,0
2017-11-14T13:00:00Z,43.475,0
2017-11-14T13:30:00Z,43.4375,0
2017-11-14T14:00:00Z,43.3825,0
2017-11-14T14:30:00Z,43.26,0
2017-11-14T15:00:00Z,43.19,0
2017-11-14T15:30:00Z,43.155,0
2017-11-14T16:00:00Z,43.21875,0
2017-11-14T16:30:00Z,43.23,0
2017-11-14T17:00:00Z,43.2475,0
2017-11-14T17:30:00Z,43.1575,0
2017-11-14T18:00:00Z,43.0875,0
2017-11-14T18:30:00Z,43.0008,0
2017-11-14T19:00:00Z,42.9575,0
2017-11-14T19:30:00Z,42.98,0
2017-11-14T20:00:00Z,42.98575,0
2017-11-14T20:30:00Z,42.904975,0
2017-11-14T21:00:00Z,42.835,0
2017-11-14T21:30:00Z,42.8,0
2017-11-14T22:00:00Z,42.7975,0
2017-11-14T22:30:00Z,42.825,0
2017-11-14T23:00:00Z,42.8725,0
2017-11-14T23:30:00Z,42.9175,0
2017-11-15T00:00:00Z,42.9175,0
2017-11-15T00:30:00Z,42.8525,0
2017-11-15T09:00:00Z,42.61,0
2017-11-15T09:30:00Z,42.475,0
2017-11-15T10:00:00Z,42.5,0
2017-11-15T10:30:00Z,42.47,0
2017-11-15T11:00:00Z,42.4975,0
2017-11-15T11:30:00Z,42.56,0
2017-11-15T12:00:00Z,42.51,0
2017-11-15T12:30:00Z,42.6075,0
2017-11-15T13:00:00Z,42.575,0
2017-11-15T13:30:00Z,42.6125,0
2017-11-15T14:00:00Z,42.555,0
2017-11-15T14:30:00Z,42.5025,0
2017-11-15T15:00:00Z,42.25,0
2017-11-15T15:30:00Z,42.3975,0
2017-11-15T16:00:00Z,42.5675,0
2017-11-15T16:30:00Z,42.4475,0
2017-11-15T17:00:00Z,42.369975,0
2017-11-15T17:30:00Z,42.327375,0
2017-11-15T18:00:00Z,42.3975,0
2017-11-15T18:30:00Z,42.2825,0
2017-11-15T19:00:00Z,42.3,0
2017-11-15T19:30:00Z,42.3325,0
2017-11-15T20:00:00Z,42.34,0
2017-11-15T20:30:00Z,42.2775,0
2017-11-15T21:00:00Z,42.27,0
2017-11-15T21:30:00Z,42.275,0
2017-11-15T22:00:00Z,42.305,0
2017-11-15T22:30:00Z,42.3175,0
2017-11-15T23:00:00Z,42.3125,0
2017-11-15T23:30:00Z,42.3025,0
2017-11-16T00:00:00Z,42.3075,0
2017-11-16T00:30:00Z,42.32,0
2017-11-16T09:00:00Z,42.515,0
2017-11-16T09:30:00Z,42.5625,0
2017-11-16T10:00:00Z,42.62,0
2017-11-16T10:30:00Z,42.635,0
2017-11-16T11:00:00Z,42.6475,0
2017-11-16T11:30:00Z,42.595,0
2017-11-16T12:00:00Z,42.5925,0
2017-11-16T12:30:00Z,42.6875,0
2017-11-16T13:00:00Z,42.6875,0
2017-11-16T13:30:00Z,42.675,0
2017-11-16T14:00:00Z,42.69,0
2017-11-16T14:30:00Z,42.795,0
2017-11-16T15:00:00Z,42.635,0
2017-11-16T15:30:00Z,42.6825,0
2017-11-16T16:00:00Z,42.72125,0
2017-11-16T16:30:00Z,42.7275,0
2017-11-16T17:00:00Z,42.825,0
2017-11-16T17:30:00Z,42.9075,0
2017-11-16T18:00:00Z,42.875,0
2017-11-16T18:30:00Z,42.8825,0
2017-11-16T19:00:00Z,42.94,0
2017-11-16T19:30:00Z,42.88,0
2017-11-16T20:00:00Z,42.88625,0
2017-11-16T20:30:00Z,42.8675,0
2017-11-16T21:00:00Z,42.775,0
2017-11-16T21:30:00Z,42.7875,0
2017-11-16T22:00:00Z,42.7875,0
2017-11-16T22:30:00Z,42.8125,0
2017-11-16T23:00:00Z,42.815,0
2017-11-16T23:30:00Z,42.8125,0
2017-11-17T00:00:00Z,42.805,0
2017-11-17T00:30:00Z,42.8175,0
2017-11-17T09:00:00Z,42.8225,0
2017-11-17T09:30:00Z,42.815,0
2017-11-17T11:00:00Z,42.8375,0
2017-11-17T11:30:00Z,42.825,0
2017-11-17T12:00:00Z,42.8125,0
2017-11-17T12:30:00Z,42.825,0
2017-11-17T13:00:00Z,42.8125,0
2017-11-17T13:30:00Z,42.745,0
2017-11-17T14:00:00Z,42.74,0
2017-11-17T14:30:00Z,42.76,0
2017-11-17T15:00:00Z,42.52125,0
2017-11-17T15:30:00Z,42.64,0
2017-11-17T16:00:00Z,42.72,0
2017-11-17T16:30:00Z,42.67,0
2017-11-17T17:00:00Z,42.6818,0
2017-11-17T17:30:00Z,42.6625,0
2017-11-17T18:00:00Z,42.648,0
2017-11-17T18:30:00Z,42.615,0
2017-11-17T19:00:00Z,42.595,0
2017-11-17T19:30:00Z,42.557525,0
2017-11-17T20:00:00Z,42.55,0
2017-11-17T20:30:00Z,42.56,0
2017-11-17T21:00:00Z,42.5375,0
2017-11-17T21:30:00Z,42.5075,0
2017-11-17T22:00:00Z,42.5025,0
2017-11-17T22:30:00Z,42.5,0
2017-11-20T09:30:00Z,42.475,0
2017-11-20T10:30:00Z,42.475,0
2017-11-20T11:00:00Z,42.5,0
2017-11-20T11:30:00Z,42.5,0
2017-11-20T12:00:00Z,42.5,0
2017-11-20T12:30:00Z,42.5325,0
2017-11-20T13:00:00Z,42.555,0
2017-11-20T13:30:00Z,42.625,0
2017-11-20T14:00:00Z,42.6425,0
2017-11-20T14:30:00Z,42.5725,0
2017-11-20T15:00:00Z,42.5375,0
2017-11-20T15:30:00Z,42.4325,0
2017-11-20T16:00:00Z,42.519,0
2017-11-20T16:30:00Z,42.425,0
2017-11-20T17:00:00Z,42.4875,0
2017-11-20T17:30:00Z,42.425,0
2017-11-20T18:00:00Z,42.49125,0
2017-11-20T18:30:00Z,42.54,0
2017-11-20T19:00:00Z,42.5,0
2017-11-20T19:30:00Z,42.47875,0
2017-11-20T20:00:00Z,42.5075,0
2017-11-20T20:30:00Z,42.495,0
2017-11-20T21:00:00Z,42.495,0
2017-11-20T21:30:00Z,42.4875,0
2017-11-20T22:00:00Z,42.4925,0
2017-11-20T22:30:00Z,42.4975,0
2017-11-20T23:00:00Z,42.495,0
2017-11-20T23:30:00Z,42.49,0
2017-11-21T00:00:00Z,42.5025,0
2017-11-21T00:30:00Z,42.515,0
2017-11-21T09:00:00Z,42.58,0
2017-11-21T10:00:00Z,42.6,0
2017-11-21T11:00:00Z,42.6225,0
2017-11-21T11:30:00Z,42.5875,0
2017-11-21T12:00:00Z,42.6225,0
2017-11-21T12:30:00Z,42.63,0
2017-11-21T13:00:00Z,42.6375,0
2017-11-21T13:30:00Z,42.66,0
2017-11-21T14:00:00Z,42.6725,0
2017-11-21T14:30:00Z,42.695,0
2017-11-21T15:00:00Z,43.21125,0
2017-11-21T15:30:00Z,43.3875,0
2017-11-21T16:00:00Z,43.315,0
2017-11-21T16:30:00Z,43.365,0
2017-11-21T17:00:00Z,43.38,0
2017-11-21T17:30:00Z,43.3125,0
2017-11-21T18:00:00Z,43.2941,0
2017-11-21T18:30:00Z,43.284825,0
2017-11-21T19:00:00Z,43.28,0
2017-11-21T19:30:00Z,43.213525,0
2017-11-21T20:00:00Z,43.2413,0
2017-11-21T20:30:00Z,43.2062,0
2017-11-21T21:00:00Z,43.285,0
2017-11-21T21:30:00Z,43.275,0
2017-11-21T22:00:00Z,43.2625,0
2017-11-21T22:30:00Z,43.2525,0
2017-11-21T23:00:00Z,43.2725,0
2017-11-21T23:30:00Z,43.2875,0
2017-11-22T00:00:00Z,43.2875,0
2017-11-22T00:30:00Z,43.2675,0
2017-11-22T09:00:00Z,43.3,0
2017-11-22T09:30:00Z,43.3125,0
2017-11-22T10:00:00Z,43.3325,0
2017-11-22T10:30:00Z,43.3325,0
2017-11-22T11:00:00Z,43.3025,0
2017-11-22T11:30:00Z,43.3175,0
2017-11-22T12:00:00Z,43.305,0
2017-11-22T12:30:00Z,43.3975,0
2017-11-22T13:00:00Z,43.425,0
2017-11-22T13:30:00Z,43.395,0
2017-11-22T14:00:00Z,43.3575,0
2017-11-22T14:30:00Z,43.34,0
2017-11-22T15:00:00Z,43.335,0
2017-11-22T15:30:00Z,43.4925,0
2017-11-22T16:00:00Z,43.6225,0
2017-11-22T16:30:00Z,43.6025,0
2017-11-22T17:00:00Z,43.568375,0
2017-11-22T17:30:00Z,43.535,0
2017-11-22T18:00:00Z,43.5675,0
2017-11-22T18:30:00Z,43.565,0
2017-11-22T19:00:00Z,43.5875,0
2017-11-22T19:30:00Z,43.575,0
2017-11-22T20:00:00Z,43.6225,0
2017-11-22T20:30:00Z,43.635,0
2017-11-22T21:00:00Z,43.7375,0
2017-11-22T21:30:00Z,43.74,0
2017-11-22T22:00:00Z,43.7375,0
2017-11-22T22:30:00Z,43.7125,0
2017-11-22T23:00:00Z,43.7175,0
2017-11-22T23:30:00Z,43.725,0
2017-11-23T00:00:00Z,43.7375,0
2017-11-23T00:30:00Z,43.745,0
2017-11-24T09:00:00Z,43.75,0
2017-11-24T09:30:00Z,43.7875,0
2017-11-24T10:30:00Z,43.7875,0
2017-11-24T11:00:00Z,43.7875,0
2017-11-24T11:30:00Z,43.8,0
2017-11-24T12:00:00Z,43.75,0
2017-11-24T12:30:00Z,43.82,0
2017-11-24T13:00:00Z,43.8175,0
2017-11-24T13:30:00Z,43.86,0
2017-11-24T14:00:00Z,43.865,0
2017-11-24T14:30:00Z,43.775,0
2017-11-24T15:00:00Z,43.8,0
2017-11-24T15:30:00Z,43.7875,0
2017-11-24T16:00:00Z,43.765,0
2017-11-24T16:30:00Z,43.75875,0
2017-11-24T17:00:00Z,43.785,0
2017-11-24T17:30:00Z,43.77125,0
2017-11-24T18:00:00Z,43.7425,0
2017-11-24T18:30:00Z,43.741475,0
2017-11-24T19:00:00Z,43.7175,0
2017-11-24T19:30:00Z,43.7,0
2017-11-24T20:00:00Z,43.7125,0
2017-11-24T20:30:00Z,43.738025,0
2017-11-24T21:00:00Z,43.7025,0
2017-11-24T21:30:00Z,43.7225,0
2017-11-27T09:00:00Z,43.715,0
2017-11-27T09:30:00Z,43.725,0
2017-11-27T10:00:00Z,43.725,0
2017-11-27T10:30:00Z,43.7975,0
2017-11-27T11:00:00Z,43.81,0
2017-11-27T11:30:00Z,43.81,0
2017-11-27T12:00:00Z,43.755,0
2017-11-27T12:30:00Z,43.73,0
2017-11-27T13:00:00Z,43.81,0
2017-11-27T13:30:00Z,43.6625,0
2017-11-27T14:00:00Z,43.675,0
2017-11-27T14:30:00Z,43.7625,0
2017-11-27T15:00:00Z,43.66,0
2017-11-27T15:30:00Z,43.659975,0
2017-11-27T16:00:00Z,43.63,0
2017-11-27T16:30:00Z,43.415025,0
2017-11-27T17:00:00Z,43.5175,0
2017-11-27T17:30:00Z,43.5675,0
2017-11-27T18:00:00Z,43.5225,0
2017-11-27T18:30:00Z,43.60125,0
2017-11-27T19:00:00Z,43.6012,0
2017-11-27T19:30:00Z,43.52625,0
2017-11-27T20:00:00Z,43.57,0
2017-11-27T20:30:00Z,43.515,0
2017-11-27T21:00:00Z,43.5225,0
2017-11-27T21:30:00Z,43.52,0
2017-11-27T22:00:00Z,43.5225,0
2017-11-27T22:30:00Z,43.54,0
2017-11-27T23:00:00Z,43.505,0
2017-11-27T23:30:00Z,43.4875,0
2017-11-28T00:00:00Z,43.49,0
2017-11-28T00:30:00Z,43.4625,0
2017-11-28T10:30:00Z,43.4875,0
2017-11-28T11:00:00Z,43.4875,0
2017-11-28T11:30:00Z,43.5,0
2017-11-28T12:00:00Z,43.525,0
2017-11-28T12:30:00Z,43.6125,0
2017-11-28T13:00:00Z,43.5225,0
2017-11-28T13:30:00Z,43.6,0
2017-11-28T14:00:00Z,43.585,0
2017-11-28T14:30:00Z,43.5625,0
2017-11-28T15:00:00Z,43.47,0
2017-11-28T15:30:00Z,43.4725,0
2017-11-28T16:00:00Z,43.32865,0
2017-11-28T16:30:00Z,43.238325,0
2017-11-28T17:00:00Z,43.2425,0
2017-11-28T17:30:00Z,43.265,0
2017-11-28T18:00:00Z,43.225,0
2017-11-28T18:30:00Z,43.2275,0
2017-11-28T19:00:00Z,43.1175,0
2017-11-28T19:30:00Z,43.19275,0
2017-11-28T20:00:00Z,43.2125,0
2017-11-28T20:30:00Z,43.2275,0
2017-11-28T21:00:00Z,43.2675,0
2017-11-28T21:30:00Z,43.2675,0
2017-11-28T22:00:00Z,43.265,0
2017-11-28T22:30:00Z,43.2475,0
2017-11-28T23:00:00Z,43.2375,0
2017-11-28T23:30:00Z,43.24,0
2017-11-29T00:00:00Z,43.25,0
2017-11-29T00:30:00Z,43.245,0
2017-11-29T10:30:00Z,43.185,0
2017-11-29T11:00:00Z,43.1875,0
2017-11-29T12:00:00Z,43.27,0
2017-11-29T12:30:00Z,43.3,0
2017-11-29T13:00:00Z,43.335,0
2017-11-29T13:30:00Z,43.255,0
2017-11-29T14:00:00Z,43.2325,0
2017-11-29T14:30:00Z,43.1575,0
2017-11-29T15:00:00Z,42.95,0
2017-11-29T15:30:00Z,42.4875,0
2017-11-29T16:00:00Z,42.20125,0
2017-11-29T16:30:00Z,42.2775,0
2017-11-29T17:00:00Z,41.845,0
2017-11-29T17:30:00Z,42.105,0
2017-11-29T18:00:00Z,42.1546,0
2017-11-29T18:30:00Z,42.34,0
2017-11-29T19:00:00Z,42.115,0
2017-11-29T19:30:00Z,42.1775,0
2017-11-29T20:00:00Z,42.24,0
2017-11-29T20:30:00Z,42.26375,0
2017-11-29T21:00:00Z,42.3475,0
2017-11-29T21:30:00Z,42.3,0
2017-11-29T22:00:00Z,42.3,0
2017-11-29T22:30:00Z,42.37,0
2017-11-29T23:00:00Z,42.3,0
2017-11-29T23:30:00Z,42.2775,0
2017-11-30T00:00:00Z,42.295,0
2017-11-30T00:30:00Z,42.295,0
2017-11-30T09:00:00Z,42.3,0
2017-11-30T09:30:00Z,42.4425,0
2017-11-30T10:00:00Z,42.4725,0
2017-11-30T10:30:00Z,42.5475,0
2017-11-30T11:00:00Z,42.57,0
2017-11-30T11:30:00Z,42.595,0
2017-11-30T12:00:00Z,42.575,0
2017-11-30T12:30:00Z,42.6,0
2017-11-30T13:00:00Z,42.605,0
2017-11-30T13:30:00Z,42.71,0
2017-11-30T14:00:00Z,42.68,0
2017-11-30T14:30:00Z,42.6075,0
2017-11-30T15:00:00Z,42.5075,0
2017-11-30T15:30:00Z,42.7,0
2017-11-30T16:00:00Z,42.61,0
2017-11-30T16:30:00Z,42.7125,0
2017-11-30T17:00:00Z,42.7425,0
2017-11-30T17:30:00Z,42.8125,0
2017-11-30T18:00:00Z,42.8225,0
2017-11-30T18:30:00Z,42.96,0
2017-11-30T19:00:00Z,42.955,0
2017-11-30T19:30:00Z,42.957525,0
2017-11-30T20:00:00Z,42.935,0
2017-11-30T20:30:00Z,42.9225,0
2017-11-30T21:00:00Z,42.9425,0
2017-11-30T21:30:00Z,42.94,0
2017-11-30T22:00:00Z,42.93,0
2017-11-30T22:30:00Z,42.9275,0
2017-11-30T23:00:00Z,42.95,0
2017-11-30T23:30:00Z,42.9425,0
2017-12-01T00:00:00Z,42.925,0
2017-12-01T00:30:00Z,42.9225,0
2017-12-01T09:00:00Z,42.7375,0
2017-12-01T09:30:00Z,42.7875,0
2017-12-01T10:00:00Z,42.755,0
2017-12-01T10:30:00Z,42.775,0
2017-12-01T11:00:00Z,42.5775,0
2017-12-01T11:30:00Z,42.585,0
2017-12-01T12:00:00Z,42.595,0
2017-12-01T12:30:00Z,42.5875,0
2017-12-01T13:00:00Z,42.585,0
2017-12-01T13:30:00Z,42.635,0
2017-12-01T14:00:00Z,42.59,0
2017-12-01T14:30:00Z,42.475,0
2017-12-01T15:00:00Z,42.55,0
2017-12-01T15:30:00Z,42.8675,0
2017-12-01T16:00:00Z,42.7375,0
2017-12-01T16:30:00Z,42.34,0
2017-12-01T17:00:00Z,42.47,0
2017-12-01T17:30:00Z,42.495,0
2017-12-01T18:00:00Z,42.56,0
2017-12-01T18:30:00Z,42.6175,0
2017-12-01T19:00:00Z,42.6175,0
2017-12-01T19:30:00Z,42.7425,0
2017-12-01T20:00:00Z,42.6375,0
2017-12-01T20:30:00Z,42.6975,0
2017-12-01T21:00:00Z,42.7625,0
2017-12-01T21:30:00Z,42.7575,0
2017-12-01T22:00:00Z,42.7875,0
2017-12-01T22:30:00Z,42.78,0
2017-12-04T09:00:00Z,43.0575,0
2017-12-04T09:30:00Z,43.0775,0
2017-12-04T10:00:00Z,43.0425,0
2017-12-04T10:30:00Z,43.095,0
